iter  AnomalyNodeRemoved  LL
0 NA -1134929.854518
1 349352 -1134778.117005
2 204846 -1134052.477223
3 179856 -1133766.036374
4 454734 -1133551.565500
5 58995 -1133235.735851
6 501965 -1132378.371427
7 482934 -1132266.259154
8 149838 -1132157.422601
9 176684 -1132116.145967
10 308730 -1131976.676413
11 295901 -1131786.120346
12 249735 -1131649.106932
13 75286 -1131560.449966
14 316471 -1131388.873570
15 408108 -1131141.638129
16 16050 -1130946.325245
17 320519 -1130713.160985
18 72397 -1130641.568017
19 72382 -1130540.858106
20 154241 -1130464.103193
21 368929 -1130438.555486
22 324533 -1130272.855808
23 70432 -1130189.834680
24 490929 -1130086.880117
25 411467 -1129984.003041
26 272922 -1129922.214145
27 149458 -1129860.361450
28 275222 -1129839.789696
29 95357 -1129819.219583
30 400500 -1129798.649487
31 334152 -1129778.079404
32 213185 -1129757.509325
33 4078 -1129736.939250
34 69696 -1129613.518820
35 89631 -1129490.098392
36 175060 -1129428.388178
37 489260 -1129387.248035
38 292170 -1129284.397679
39 486304 -1129222.687465
40 57553 -1129181.547323
41 28907 -1129037.556825
42 373660 -1128975.846611
43 210525 -1128934.706469
44 51138 -1128914.136398
45 346173 -1128872.996256
46 9191 -1128770.145900
47 271329 -1128687.865615
48 313143 -1128626.155402
49 198864 -1128564.445188
50 246861 -1128543.875117
51 498783 -1128523.305046
52 264565 -1128482.164904
53 227371 -1128420.454690
54 79545 -1128399.884619
55 25712 -1128379.314548
56 108310 -1128276.464192
57 240132 -1128153.043765
58 309818 -1128111.903623
59 210353 -1128091.333551
60 312362 -1128029.623338
61 363011 -1127988.483196
62 246907 -1127967.913124
63 268852 -1127926.772982
64 482797 -1127865.062769
65 434676 -1127844.492698
66 508991 -1127823.922626
67 469351 -1127782.782484
68 286816 -1127762.212413
69 457553 -1127679.932128
70 87473 -1127597.651844
71 396603 -1127412.521203
72 20727 -1127330.240918
73 20666 -1127206.820492
74 180477 -1127165.680349
75 414245 -1127124.540207
76 379423 -1127021.689851
77 104742 -1126898.269424
78 504773 -1126795.419068
79 205383 -1126733.708855
80 451185 -1126671.998641
