iter  AnomalyNodeRemoved  LL
0 NA -1873426.837981
1 470925 -1873123.221943
2 31531 -1872743.183701
3 274356 -1872616.141203
4 450423 -1872465.196671
5 378469 -1872380.466513
6 274565 -1872314.852179
7 421445 -1872163.177225
8 439012 -1872011.501080
9 508153 -1871838.034561
10 107493 -1871708.052688
11 124889 -1871686.372101
12 290019 -1871621.374313
13 480376 -1871534.683999
14 408304 -1871491.337727
15 82994 -1871426.347797
16 264139 -1871361.345245
17 117950 -1871339.631199
18 413927 -1871317.791349
19 235272 -1871166.143990
20 546305 -1871101.165952
21 544233 -1871057.848174
22 205303 -1870667.988638
23 238637 -1870278.129102
24 548063 -1870213.152513
25 240426 -1870191.493650
26 40470 -1870104.858198
27 240425 -1870018.222745
28 376532 -1869953.246156
29 30712 -1869888.269567
30 359808 -1869823.292977
31 83239 -1869736.657525
32 308550 -1869693.339799
33 485741 -1869671.680936
34 18916 -1869650.022073
35 376534 -1869628.363210
36 510587 -1869606.704347
37 46790 -1869541.727757
38 451289 -1869390.115716
39 323468 -1869043.573906
40 124353 -1869021.915043
41 168089 -1868913.620728
42 530082 -1868891.961865
43 530391 -1868610.396645
44 499945 -1867938.971889
45 542723 -1867895.654163
46 437159 -1867722.383258
47 90318 -1867462.476901
48 205686 -1867397.500312
49 405056 -1867159.252818
50 539944 -1867029.299640
51 279828 -1866921.005324
52 107423 -1866834.369872
53 359121 -1866812.711009
54 167489 -1866791.052146
55 178656 -1866661.098967
56 9731 -1866552.804652
57 9733 -1866444.510337
58 178654 -1866401.192610
59 178652 -1866336.216021
60 178650 -1866271.239432
61 345113 -1866249.580569
62 40962 -1866227.921706
63 344795 -1866162.945116
64 14852 -1866076.309664
65 538028 -1866054.650801
66 9725 -1866032.991938
67 224493 -1865989.674212
68 23505 -1865968.015349
69 514053 -1865859.721033
70 1179 -1865816.403307
71 116532 -1865729.767855
72 506979 -1865664.791266
73 1178 -1865578.155813
74 110049 -1865534.838087
75 169883 -1865491.520361
76 505357 -1865448.202635
77 329562 -1865426.543772
78 101612 -1865404.884909
79 457135 -1865383.226045
80 427536 -1865361.567182
81 420101 -1865318.249456
82 163289 -1865296.590593
83 214536 -1865274.931730
84 304197 -1865253.272867
85 389693 -1865166.637415
86 339464 -1865080.001962
87 352852 -1865058.343099
88 508517 -1864928.389921
89 113365 -1864798.436742
90 483609 -1864711.801290
91 483662 -1864690.142427
92 314658 -1864646.824701
93 479532 -1864625.165838
94 39227 -1864560.189248
95 52107 -1864538.530385
96 21935 -1864516.871522
97 402840 -1864473.553796
98 503450 -1864451.894933
99 24142 -1864408.577207
100 171045 -1864365.259481
101 454250 -1864343.600617
102 341065 -1864235.306302
103 412844 -1864127.011987
104 267477 -1864105.353124
105 46688 -1863975.399945
106 469261 -1863932.082219
107 485136 -1863823.787903
108 136850 -1863758.811314
109 259242 -1863628.858136
110 160598 -1863607.199273
111 67376 -1863585.540410
112 108104 -1863520.563820
113 379263 -1863433.928368
114 88544 -1863347.292916
115 437480 -1863303.975189
116 38338 -1863238.998600
117 361738 -1863217.339737
118 547810 -1863174.022011
119 547807 -1863087.386559
120 362576 -1862784.162476
121 101708 -1862719.185886
122 223397 -1862545.914982
123 246740 -1862502.597255
124 407772 -1862459.279529
125 380954 -1862415.961803
126 510744 -1862329.326351
127 371387 -1862264.349762
128 186221 -1862177.714309
129 160440 -1862156.055446
130 520911 -1862134.396583
131 546843 -1862047.761131
132 354517 -1861939.466815
133 460001 -1861852.831363
134 68627 -1861831.172500
135 546790 -1861809.513637
136 151778 -1861376.336375
137 200767 -1861333.018649
138 449140 -1861116.430018
139 82408 -1860986.476840
140 134091 -1860878.182524
141 503503 -1860813.205935
142 862 -1860639.935030
143 478573 -1860553.299578
144 159009 -1860445.005263
145 87885 -1860401.687536
146 38560 -1860336.710947
147 108235 -1860163.440042
148 422511 -1860120.122316
149 433882 -1859990.169138
150 41546 -1859881.874822
151 72207 -1859773.580507
152 124069 -1859730.262781
153 45453 -1859665.286192
154 90499 -1859643.627328
155 203820 -1859621.968465
156 345718 -1859535.333013
157 190494 -1859318.744382
158 466981 -1859297.085519
159 251629 -1859253.767793
160 462742 -1859232.108930
161 320191 -1858907.225984
162 226128 -1858885.567121
163 353817 -1858863.908258
164 101077 -1858798.931668
165 393747 -1858777.272805
166 95964 -1858712.296216
167 338085 -1858604.001901
168 356859 -1858582.343037
169 126666 -1858539.025311
170 115452 -1858452.389859
171 205693 -1858344.095544
172 37790 -1858279.118954
173 522134 -1857845.941693
174 386217 -1857759.306240
175 37800 -1857715.988514
176 546801 -1857607.694199
177 153864 -1857586.035336
178 546620 -1857521.058746
179 97132 -1857499.399883
180 548028 -1857391.105568
181 275387 -1857369.446705
182 503253 -1857282.811252
183 260213 -1857001.246032
184 104808 -1856892.951717
185 500112 -1856329.821277
186 317129 -1856048.256057
187 457072 -1856004.938331
188 205959 -1855961.620604
189 457085 -1855918.302878
190 492731 -1855810.008563
191 383161 -1855701.714247
192 55493 -1855636.737658
193 161538 -1855571.761069
194 489053 -1855528.443343
195 265227 -1855485.125617
196 257267 -1855376.831301
197 376060 -1855290.195849
198 439969 -1855246.878123
199 266183 -1855203.560397
200 416083 -1855160.242670
201 503875 -1855095.266081
202 405884 -1855030.289492
203 369101 -1854965.312903
204 252619 -1854878.677450
205 250810 -1854770.383135
206 336086 -1854575.453367
207 389894 -1854510.476778
208 368392 -1854488.817915
209 336088 -1854380.523599
210 487372 -1854293.888147
211 7941 -1854207.252695
212 394147 -1854163.934969
213 176791 -1854012.322927
214 524153 -1853969.005201
215 352943 -1853947.346338
216 292048 -1853860.710885
217 491115 -1853817.393159
218 90225 -1853774.075433
219 541174 -1853752.416570
220 79219 -1853687.439981
221 79225 -1853579.145665
222 376981 -1853492.510213
223 203464 -1853449.192487
224 507146 -1853340.898171
225 400753 -1853210.944993
226 264725 -1853124.309541
227 57390 -1853102.650677
228 192193 -1853059.332951
229 54030 -1852972.697499
230 461626 -1852864.403184
231 294127 -1852821.085457
232 173294 -1852756.108868
233 167931 -1852712.791142
234 291369 -1852647.814553
235 113354 -1852626.155690
236 17760 -1852582.837963
237 482687 -1852539.520237
238 127170 -1852517.861374
239 191139 -1852496.202511
240 12056 -1852452.884785
241 519640 -1852279.613880
242 452774 -1852236.296154
243 487171 -1852171.319565
