iter  AnomalyNodeRemoved  LL
0 NA -1381926.678734
1 359109 -1381625.725857
2 433841 -1380741.114122
3 523059 -1380647.118583
4 323058 -1380500.929622
5 276881 -1380208.341087
6 346172 -1379909.971481
7 227530 -1379694.364405
8 200120 -1379522.966841
9 252291 -1379429.412291
10 163503 -1379407.748070
11 54175 -1379261.593430
12 233394 -1379238.447295
13 382487 -1379135.608398
14 239839 -1379053.532369
15 246880 -1378848.442243
16 451967 -1378622.832632
17 271351 -1378397.211967
18 193176 -1378335.655168
19 150673 -1377843.459235
20 37974 -1377658.886325
21 497492 -1377597.361658
22 453829 -1377392.281158
23 122448 -1377289.741005
24 221989 -1377125.676776
25 296207 -1376961.612416
26 208621 -1376571.959857
27 186613 -1376510.435095
28 110650 -1376161.797782
29 93814 -1375915.700346
30 264569 -1375628.587171
31 189829 -1375587.570065
32 411459 -1375444.013553
33 211894 -1375423.505140
34 535132 -1375382.488971
35 139646 -1374951.820780
36 402404 -1374726.232681
37 357201 -1374664.708653
38 134389 -1374623.692637
39 356434 -1374582.676622
40 414507 -1374562.168615
41 198443 -1374480.136586
42 489990 -1374418.612565
43 417049 -1374398.104558
44 220363 -1374357.088544
45 265103 -1374316.072529
46 514005 -1374254.548508
47 96445 -1374172.516479
48 274590 -1374069.976444
49 58484 -1373926.420394
50 83390 -1373762.356337
51 511417 -1373639.308294
52 319430 -1373372.704201
53 34012 -1373249.656158
54 187418 -1373167.624130
55 324951 -1373085.592101
56 464994 -1373044.576087
57 126278 -1372962.544058
58 454321 -1372880.512030
59 333763 -1372757.463987
60 528146 -1372675.431958
61 400164 -1372531.875908
62 526696 -1372449.843880
63 163205 -1372203.747794
64 24448 -1372039.683737
65 346389 -1371957.651708
66 433633 -1371465.459537
67 101956 -1371075.807401
68 461291 -1370829.711316
69 394198 -1370522.091209
70 158655 -1370460.567187
71 355390 -1370440.059180
72 161278 -1370378.535159
73 220840 -1370358.027152
74 268466 -1370337.519144
75 292980 -1370296.503130
76 445727 -1370234.979109
77 378180 -1369947.867009
78 289223 -1369845.326973
79 498716 -1369517.198859
80 169922 -1369435.166830
81 285348 -1369291.610780
82 436941 -1369271.102773
83 408706 -1369189.070745
84 260991 -1368942.974659
85 272148 -1368778.910602
86 489414 -1368594.338538
87 416982 -1368368.750459
88 180614 -1368327.734445
89 343412 -1368245.702416
90 521639 -1368143.162381
91 143299 -1368040.622345
92 458374 -1367999.606331
93 436556 -1367938.082309
94 143438 -1367835.542274
95 72095 -1367589.446188
96 166536 -1367322.842095
97 154047 -1367281.826081
98 151254 -1367240.810067
99 418134 -1367179.286045
100 504905 -1367158.778038
101 511323 -1367138.270031
102 82540 -1367117.762024
103 331896 -1367015.221988
104 378040 -1366933.189959
105 291343 -1366851.157931
106 51754 -1366789.633910
107 519883 -1366769.125902
108 314280 -1366687.093874
109 3878 -1366420.489781
110 345750 -1366133.377681
111 509830 -1366010.329638
112 414119 -1365825.757574
113 95094 -1365764.233553
114 184933 -1365702.709531
115 346815 -1365620.677503
116 322666 -1365559.153481
117 54080 -1365518.137467
118 370917 -1365477.121453
119 299409 -1365087.469317
120 454314 -1365025.945296
121 380243 -1364882.389246
122 356294 -1364759.341203
123 500534 -1364677.309174
124 417487 -1364513.245117
125 42819 -1364410.705081
126 319052 -1364205.625010
127 5338 -1364123.592982
128 191745 -1364000.544939
129 385756 -1363939.020917
130 185630 -1363898.004903
131 398739 -1363836.480882
132 499459 -1363774.956860
133 329138 -1363672.416824
134 154893 -1363426.320739
135 433516 -1363200.732660
136 333477 -1363057.176610
137 96932 -1362975.144582
138 451990 -1362790.572518
139 375289 -1362729.048496
140 95647 -1362647.016468
141 398166 -1362606.000453
142 467636 -1362482.952410
143 342614 -1362441.936396
144 196822 -1362400.920382
145 485361 -1362339.396360
146 246692 -1362318.888353
147 297091 -1362298.380346
148 58076 -1362195.840311
149 196757 -1362031.776253
150 239664 -1361867.712196
151 375128 -1361765.172161
152 169082 -1361642.124118
153 307739 -1361519.076075
154 61307 -1361498.568068
155 425449 -1361088.407925
156 292542 -1361006.375897
157 520322 -1360616.723761
158 384148 -1360555.199739
159 446024 -1360227.071625
160 377561 -1360104.023582
161 377672 -1360042.499561
162 517835 -1360001.483547
163 221460 -1359960.467532
164 281604 -1359898.943511
165 386545 -1359775.895468
166 402444 -1359755.387461
167 150048 -1359734.879454
168 426350 -1359714.371447
169 243178 -1359529.799383
170 498126 -1359509.291375
171 449280 -1359468.275361
172 405500 -1359365.735325
173 252867 -1359263.195290
174 348789 -1359222.179275
175 111997 -1359201.671268
176 363955 -1359181.163261
177 159033 -1359160.655254
178 96435 -1359058.115218
179 500742 -1358955.575183
180 195715 -1358894.051161
181 428013 -1358853.035147
182 145527 -1358832.527140
183 322434 -1358812.019133
184 121970 -1358729.987104
185 301765 -1358688.971090
186 49538 -1358524.907033
187 533928 -1358504.399026
188 29477 -1358483.891018
189 473923 -1358463.383011
190 469918 -1358442.875004
191 20861 -1358299.318954
192 366027 -1358196.778919
193 277305 -1358135.254897
194 283718 -1358012.206854
195 253358 -1357971.190840
196 238751 -1357868.650804
197 474986 -1357786.618776
198 239111 -1357684.078740
199 531158 -1357663.570733
200 434660 -1357622.554719
201 291980 -1357540.522690
202 512652 -1357499.506676
203 4999 -1357417.474647
204 21402 -1357314.934612
205 65253 -1357191.886569
206 438264 -1357150.870554
207 63631 -1357068.838526
208 454723 -1356966.298490
209 147152 -1356925.282476
210 165406 -1356904.774469
211 38085 -1356884.266462
212 350413 -1356863.758455
213 216826 -1356843.250447
214 194776 -1356802.234433
215 62121 -1356761.218419
216 520789 -1356638.170376
217 343822 -1356576.646355
218 256169 -1356515.122333
219 210167 -1356330.550269
220 319634 -1356310.042262
221 355417 -1356289.534255
222 398348 -1356269.026248
223 111457 -1356248.518240
224 55877 -1356125.470198
225 170415 -1356043.438169
226 333175 -1355981.914148
227 334316 -1355961.406140
228 443404 -1355940.898133
229 66808 -1355920.390126
230 99957 -1355879.374112
231 18208 -1355694.802048
232 423716 -1355551.245998
233 483233 -1355530.737991
234 202529 -1355407.689948
235 442118 -1355243.625891
236 366820 -1355161.593862
237 466642 -1355018.037812
238 511680 -1354936.005784
239 176938 -1354792.449734
240 372964 -1354689.909698
241 133301 -1354648.893684
242 347411 -1354546.353648
243 300930 -1354443.813612
244 346223 -1354423.305605
245 233179 -1354320.765569
246 56335 -1354197.717527
247 221763 -1353951.621441
248 148444 -1353787.557384
249 73922 -1353685.017348
250 403820 -1353602.985320
251 525557 -1353520.953291
252 332312 -1353254.349198
253 296533 -1353008.253113
254 74921 -1352823.681048
255 472037 -1352762.157027
256 298569 -1352680.124998
257 486922 -1352516.060941
258 140331 -1352475.044927
259 298564 -1352372.504891
260 7088 -1352269.964856
261 538443 -1352249.456848
262 240165 -1352228.948841
263 157042 -1352208.440834
264 77934 -1352187.932827
265 527272 -1352167.424820
266 131437 -1352146.916813
267 90017 -1352023.868770
268 435505 -1351880.312720
269 130412 -1351839.296706
270 445192 -1351798.280691
271 258253 -1351757.264677
