iter  AnomalyNodeRemoved  LL
0 NA -2124148.810980
1 458808 -2108508.389425
2 217937 -2198289.541144
3 11548 -2236241.906677
4 30672 -2059904.408925
5 97640 -2084235.169712
6 41954 -2144149.020910
7 502664 -2097605.466922
8 149901 -2115495.902497
9 151952 -2183461.129895
10 97157 -2117307.774945
11 490056 -2108834.745842
12 365285 -2110718.032998
13 311176 -2107250.334161
14 534913 -2139200.008006
15 415032 -2136514.031125
16 191464 -2080731.094449
17 67898 -2182122.705570
18 130495 -2156398.999376
19 489781 -2081083.706540
20 38856 -2120241.254926
21 51045 -2078721.555340
22 179599 -2145745.172701
23 19974 -2236331.501546
24 280690 -2200425.958475
25 136519 -2110026.477106
26 252481 -2149026.046799
27 346886 -2117007.387061
28 540555 -2109854.031353
29 323988 -2113326.719827
30 83204 -2325191.376841
31 425875 -2195014.253579
32 286230 -2182327.171950
33 173736 -2064849.291581
34 65561 -2161587.148265
35 362382 -2081841.501190
36 247852 -2092527.189252
37 365445 -2124953.792353
38 205696 -2181022.260223
39 425873 -2131193.946939
40 39809 -2099809.950253
41 30740 -2096898.559487
42 72020 -2091451.742442
43 226587 -2084555.540104
44 500603 -2241100.308918
45 73502 -2183524.632319
46 505967 -2132381.415374
47 51371 -2187168.105153
48 119866 -2102913.793687
49 90314 -2120942.068460
50 149147 -2147089.152032
51 491723 -2146253.635209
52 432282 -2111858.843102
53 478068 -2156321.393404
54 499268 -2070143.959471
55 41546 -2096942.280461
56 415435 -2106934.566756
57 458221 -2121064.819606
58 35562 -2058198.464463
59 280281 -2113353.010233
60 192703 -2190175.492828
61 51382 -2063738.015869
62 547122 -2114698.355357
63 52106 -2151055.129620
64 94157 -2174400.940833
65 427174 -2115563.175178
66 201878 -2129971.525744
67 238876 -2179719.876368
68 463567 -2196514.939251
69 149145 -2152097.486682
70 78475 -2129492.824929
71 415427 -2212440.592301
72 9453 -2062078.306862
73 463294 -2104256.853863
74 263268 -2260951.030297
75 258699 -2164952.859493
76 344940 -2093609.371248
77 103798 -2079246.301900
78 45876 -2061298.381199
79 253252 -2109119.941718
80 361357 -2090162.658146
81 122530 -2078983.628436
82 457072 -2118532.828258
83 170262 -2147630.023318
84 294254 -2131901.155258
85 512919 -2155722.153783
86 19416 -2075647.971309
87 527336 -2175059.185062
88 107235 -2163187.485302
89 381762 -2104953.441709
90 355062 -2108848.729387
91 206513 -2071197.002748
92 539229 -2148187.842488
93 482370 -2078472.299173
94 107767 -2115362.688529
95 66180 -2127912.004378
96 274595 -2082251.917973
97 456247 -2054455.171180
98 170402 -2110632.565256
99 475234 -2108085.595176
100 363452 -2088907.758019
