108621	70598
108621	161422
108621	208092
312161	454880
312161	9537
312161	270751
312161	245218
312161	325620
312161	330854
288921	369930
288921	296133
288921	340249
288921	215335
288921	23955
288921	140595
288921	243102
288921	497356
106671	70598
106671	150177
267761	85586
267761	411230
530173	78182
530173	443096
530173	187747
530173	340993
530173	28093
530173	442968
530173	362564
530173	518010
521550	85586
521550	74206
521550	61845
335114	156313
335114	61845
335114	411230
37593	225478
37593	426778
37593	298637
37593	40730
37593	6073
37593	541586
37593	111556
176802	976
176802	276973
176802	62045
150177	520127
150177	205987
150177	70598
150177	208092
150177	275281
150177	106671
150177	441526
150177	197299
150177	329214
241597	85586
241597	74206
241597	61845
71985	362564
71985	377673
71985	271036
71985	32098
71985	75604
500348	66827
500348	395376
500348	359461
500348	182514
500348	476121
500348	278641
500348	261116
500348	150448
500348	414335
500348	115308
500348	282579
110317	66827
110317	282579
110317	414335
110317	476121
110317	261116
316893	66827
316893	362564
316893	32098
316893	116357
316893	299913
528866	389254
528866	71308
528866	395275
173154	66827
173154	269793
173154	116357
173154	282579
299166	422248
299166	362564
299166	184766
299166	271036
299166	518010
363620	281073
363620	372185
363620	93076
363620	117648
363620	375663
363620	392412
363620	187910
363620	142279
169882	258364
169882	66827
169882	32098
169882	116357
169882	299913
396898	27322
396898	393702
396898	50326
396898	173172
396898	442639
428537	363512
428537	519354
428537	520854
428537	430465
428537	59333
323597	362564
323597	142052
323597	52709
323597	229689
375823	64806
375823	221494
375823	57327
375823	246380
375823	476068
395275	389254
395275	528866
395376	258364
395376	377673
395376	50053
395376	500348
395376	75604
511523	171812
511523	213356
511523	66825
511523	541586
29139	271036
339382	375663
339382	372185
339382	187910
62045	976
62045	176802
62045	233258
62045	231993
62045	508438
62045	481181
62045	322589
62045	173172
62045	277531
62045	154835
62045	319163
62045	457171
62045	510092
62045	282321
182514	269793
182514	271036
182514	476121
182514	500348
182514	116357
52300	77173
52300	64806
52300	440764
52300	310929
232761	164985
232761	225214
411072	362564
411072	377673
411072	142052
411072	32098
411072	52709
375704	213356
375704	111556
263733	976
263733	95846
263733	524622
263733	50326
263733	522501
263733	116853
263733	349246
263733	237586
263733	282321
42585	419065
42585	349246
393444	85586
393444	411230
325884	85586
325884	411230
311998	362564
311998	142052
311998	52709
311998	229689
229689	323597
229689	39780
229689	32098
229689	233572
229689	60908
229689	354824
229689	311998
229689	488612
229689	165203
229689	184766
229689	503351
9481	294074
9481	485546
9481	3060
9481	188742
9481	78667
99365	39850
99365	353426
99365	215335
354950	85586
354950	411230
531319	293805
531319	515552
531319	259225
63606	282321
36724	436375
36724	485546
36724	3060
36724	338536
36724	78667
377673	32098
377673	142052
377673	256196
377673	233572
377673	395376
377673	464717
377673	258364
377673	169536
377673	271036
377673	71985
377673	411072
377673	362564
377673	149981
377673	192441
377673	439546
438237	462507
438237	210290
438237	111556
533329	392620
533329	268396
533329	338211
533329	87207
533329	416434
340729	66825
340729	6073
340729	541586
340729	444516
6073	37593
6073	340729
6073	213356
6073	444516
144057	153763
144057	38999
144057	18403
144057	23955
144057	191870
61845	379810
61845	278037
61845	34772
61845	59742
61845	85805
61845	116360
61845	254824
61845	519155
61845	221933
61845	249784
61845	521550
61845	85586
61845	335114
61845	411230
61845	204077
61845	58353
61845	310922
61845	241597
61845	156313
61845	392258
61845	461653
61845	373491
61845	529521
61845	228256
61845	462423
61845	228113
61845	297130
61845	274178
379911	450
379911	350181
379911	12328
459165	246380
364477	441526
364477	496581
287439	174475
269793	504071
269793	66827
269793	359461
269793	323969
269793	157157
269793	408469
269793	328591
269793	46240
269793	182514
269793	299660
269793	476121
269793	115308
269793	116357
269793	38868
269793	261116
269793	150448
269793	539658
269793	282579
269793	173154
269793	541720
269793	278641
269793	220342
319163	62045
319163	277531
441526	150177
441526	70598
441526	520311
441526	364477
441526	87471
441526	496581
441526	360766
441526	197299
367714	460556
367714	341056
367714	329450
367714	368212
280306	160845
392620	268396
392620	87207
392620	533329
308356	284708
71308	528866
354824	362564
354824	142052
354824	52709
354824	229689
149981	377673
149981	142052
149981	271036
149981	32098
149981	184766
58353	156313
58353	61845
58353	411230
256196	377673
256196	142052
256196	271036
256196	32098
256196	184766
310929	77173
310929	52300
310929	440764
310929	64806
245218	9537
245218	325620
245218	454880
245218	312161
258364	284318
258364	32098
258364	377673
258364	362564
258364	271036
258364	169882
258364	75604
258364	395376
156313	34772
156313	58353
156313	85586
156313	116360
156313	335114
156313	61845
329450	341056
329450	367714
485546	436375
485546	222940
485546	36724
485546	78667
485546	107793
485546	188742
485546	9481
485546	9799
254824	85586
254824	61845
254824	411230
539658	269793
539658	414335
539658	14103
539658	323969
539658	476121
412133	326626
282579	173154
282579	14103
282579	541720
282579	504071
282579	408469
282579	269793
282579	323969
282579	253142
282579	201562
282579	414335
282579	261116
282579	500348
282579	110317
282579	425559
282579	476121
282579	328591
282579	335424
363512	59333
363512	430465
363512	449805
363512	519354
363512	520854
363512	208818
363512	428537
363512	111556
246380	64806
246380	459165
246380	57327
246380	375823
246380	527530
489007	282321
477282	14103
477282	407466
477282	233572
477282	359597
477282	382113
477282	315159
477282	123575
477282	142052
538380	208260
538380	340249
538380	37769
462423	61845
154835	62045
154835	173172
284318	258364
284318	66827
284318	32098
284318	116357
284318	299913
178924	3060
85805	85586
85805	61845
85805	411230
302422	389254
302422	424981
78667	294074
78667	36724
78667	350710
78667	485546
78667	107793
78667	3060
78667	188742
78667	232774
78667	395643
78667	9481
78667	225214
78667	145825
277531	481181
277531	62045
277531	319163
277531	457171
187747	340993
187747	261116
187747	530173
187747	443096
187747	518010
3060	294074
3060	446162
3060	57766
3060	36724
3060	350710
3060	447247
3060	78667
3060	496581
3060	366497
3060	188742
3060	196031
3060	232774
3060	395643
3060	9481
3060	234761
3060	178924
414335	56998
414335	504071
414335	66827
414335	390587
414335	408469
414335	328591
414335	299913
414335	43811
414335	14103
414335	46240
414335	38868
414335	476121
414335	261116
414335	500348
414335	110317
414335	539658
414335	282579
414335	541720
414335	360816
414335	253142
414335	220342
414335	335424
315234	70598
315234	282321
60260	427158
257431	167913
257431	295647
257431	201218
225478	133392
225478	298637
225478	40730
225478	18026
225478	37593
225478	210290
225478	111556
502264	14255
502264	68052
502264	74206
502264	117752
476068	64806
476068	221494
476068	57327
476068	375823
508438	322589
508438	62045
369003	158832
164985	225214
164985	232761
140595	243102
140595	369930
140595	340249
140595	288921
142279	363620
142279	372185
142279	52709
142279	187910
186396	450
239115	158832
38868	269793
38868	414335
38868	14103
38868	323969
38868	476121
18026	225478
18026	133392
18026	519354
18026	210290
392412	363620
392412	372185
392412	52709
330854	64806
330854	86635
330854	312161
394208	233572
394208	184766
394208	32098
389254	395275
389254	344565
389254	504459
389254	302422
389254	120803
389254	158832
389254	161012
389254	528866
340993	14103
340993	530173
340993	78182
340993	341201
340993	443096
340993	187747
340993	390587
340993	442968
340993	218976
340993	131689
340993	518010
66827	284318
66827	32098
66827	504071
66827	79431
66827	323969
66827	269793
66827	414335
66827	75604
66827	157157
66827	476121
66827	410069
66827	299660
66827	299913
66827	201562
66827	425559
66827	43811
66827	116357
66827	335424
66827	500348
66827	110317
66827	316893
66827	173154
66827	541720
66827	50053
66827	169882
313004	283700
535750	243102
535750	340249
535750	369930
535750	23955
535750	290514
201218	161012
201218	257431
379810	85586
379810	74206
379810	61845
124565	488378
124565	315159
87207	392620
87207	268396
87207	52709
87207	533329
504459	389254
504459	194490
504459	496581
504459	374409
504459	158832
70598	108621
70598	205987
70598	150177
70598	208092
70598	520311
70598	275281
70598	106671
70598	315234
70598	441526
70598	197299
70598	90667
70598	161422
70598	369232
57327	221494
57327	246380
57327	375823
57327	476068
79431	66827
79431	14103
79431	32098
79431	75604
79431	299913
87471	441526
87471	401409
87471	186752
221933	85586
221933	74206
221933	61845
85983	369930
85983	290514
338536	9476
338536	36724
224627	375663
224627	264906
224627	492410
224627	518010
527912	171812
527912	436375
527912	213356
374409	496581
374409	504459
19233	45986
19233	160845
19233	84964
294074	9481
294074	3060
294074	78667
133392	18026
133392	225478
133392	462507
133392	91714
221494	64806
221494	375823
221494	57327
221494	476068
440764	270924
440764	294072
440764	64806
440764	250814
440764	310929
440764	77173
440764	52300
255886	137899
95846	976
95846	524622
95846	50326
95846	334391
95846	522501
95846	421494
95846	116853
