iter  AnomalyNodeRemoved  LL
0 NA -1154494.075155
1 82995 -1110049.437371
2 60184 -1023226.787131
3 268141 -1042197.735023
4 462355 -996281.644835
5 70071 -1008147.995571
6 289599 -994694.636861
7 451920 -1031471.654055
8 494929 -951718.215865
9 320972 -1077058.362953
10 545966 -981533.891459
11 489117 -1004961.798534
12 492212 -1002940.085991
13 64700 -1013020.073109
14 378469 -960343.443919
15 320910 -1023704.552760
16 44915 -992758.797572
17 224119 -948160.741297
18 472832 -1018963.945397
19 165598 -991005.431287
20 135081 -1005368.826276
21 504233 -1021340.883702
22 352526 -1022077.058786
23 488867 -979443.233639
24 234569 -1036389.790419
25 287142 -1026534.197841
26 380137 -1000063.118289
27 129187 -975987.045328
28 72706 -996614.970541
29 534818 -939965.895824
30 542947 -1016550.825334
31 228695 -1017569.363719
32 82796 -995690.459165
33 120086 -974819.633210
34 541491 -996791.471359
35 543906 -969321.983423
36 81414 -948904.917373
37 105885 -964219.887972
38 235521 -968365.743692
39 177180 -981891.065992
40 137209 -1027670.724596
