iter  AnomalyNodeRemoved  LL
0 NA -2170552.362570
1 311176 -2110401.661189
2 529604 -2123455.576144
3 415032 -2103786.227280
4 11548 -2095644.280556
5 97640 -2054573.507876
6 365445 -2090760.350816
7 41954 -2061024.897167
8 502664 -2052935.666933
9 458808 -2094373.942223
10 30672 -2100605.881200
11 425875 -2124179.424229
12 286230 -2129479.177751
13 97157 -2102169.460161
14 500603 -2029297.186682
15 236047 -2075909.820270
16 83204 -2028648.121770
17 65561 -2027850.865870
18 33020 -2106493.253143
19 191464 -2140029.245954
20 130495 -2140282.318955
21 534913 -2110924.766271
22 67898 -2089710.402434
23 136519 -2128711.672613
24 280690 -2134866.195745
25 458221 -2089393.584228
26 49568 -2087356.940680
27 49564 -2092599.992421
28 535876 -1988900.090332
29 454404 -2134533.159577
30 344940 -2096183.469162
31 381762 -2040850.728272
32 540555 -2155935.946287
33 149145 -2067075.430568
34 489781 -2088887.219128
35 529503 -2002842.521617
36 253252 -2037672.781016
37 205696 -2061497.160215
38 103798 -2028804.423972
39 453881 -2158621.730100
40 72020 -2006588.835079
41 107767 -2055996.061566
42 285366 -2089543.243240
43 499268 -2028206.149957
44 408142 -2057060.938631
45 453828 -2004134.834601
46 233021 -2070243.788841
47 90314 -2109216.151009
48 238876 -2123300.433614
49 73502 -2101380.338683
50 151952 -2115215.365343
51 90311 -2055015.308940
52 427174 -2113724.059546
53 24484 -2114345.021492
54 369826 -2079519.683912
55 294254 -2122391.236147
56 424909 -2093562.992395
57 175369 -2068757.739704
58 362382 -2037303.661728
59 107235 -2089013.156957
60 449723 -2035030.024532
61 197667 -2127962.933299
62 171543 -2054833.897496
63 149143 -2079883.428484
64 506603 -2078943.944031
65 149144 -2073059.172204
66 19416 -2122054.539144
67 505967 -2114232.623856
68 54173 -2174684.820237
69 11541 -2073173.834895
70 149139 -1988372.080578
71 295442 -2130085.781050
72 78475 -2139605.939948
73 361357 -2063284.746738
74 150858 -2053719.114141
75 122530 -2061543.735025
76 170262 -2089872.619917
77 512919 -2057420.169728
78 258699 -2090512.737505
79 193820 -2077626.798090
80 393488 -2204662.854549
81 503657 -2174619.660173
82 113598 -2075197.175899
83 248476 -2087472.307543
84 51371 -2064552.022388
85 311227 -2131303.521922
86 51045 -2050258.174149
87 464256 -2135226.448659
88 53029 -2115397.123423
89 19974 -2128554.576761
90 252481 -2100006.347912
91 346886 -2161072.286050
92 357793 -2122776.500467
93 382795 -2085358.807220
94 260883 -2062202.757181
95 165614 -2000011.144622
96 16427 -2109616.176708
97 475234 -2050809.008539
98 457072 -2056242.607695
99 263030 -2099141.044908
100 433515 -2003902.983301
