iter  AnomalyNodeRemoved  LL
0 NA -2328713.135631
1 450423 -1915914.397245
2 330578 -1915482.459042
3 103440 -1915026.160312
4 281101 -1914907.176713
5 8963 -1914723.461543
6 4360 -1914575.393103
7 268079 -1914529.634966
8 111283 -1914435.271675
9 76449 -1914368.395912
10 518081 -1914277.685867
11 218661 -1914233.814000
12 420119 -1914168.156519
13 413455 -1914124.389514
14 232814 -1914102.503720
15 248148 -1914058.736311
16 464292 -1914036.852848
17 479550 -1913993.092284
18 457017 -1913971.210531
19 188899 -1913949.329493
20 292594 -1913927.448407
21 223556 -1913905.568468
22 328990 -1913883.688497
23 20108 -1913861.809394
24 413688 -1913818.061979
25 473429 -1913752.473382
26 200184 -1913730.593885
27 128181 -1913708.715518
28 189981 -1913686.837382
29 24138 -1913664.958726
30 363998 -1913643.080958
31 458778 -1913621.202583
32 211877 -1913599.325516
33 488658 -1913577.448396
34 142724 -1913555.571702
35 181241 -1913533.695198
36 126762 -1913511.818768
37 159577 -1913489.942003
38 162423 -1913468.065766
39 211594 -1913446.188117
40 367759 -1913424.311970
