iter  AnomalyNodeRemoved  LL
0 NA -2870645.360939
1 378469 -2870370.976640
2 274565 -2870154.126443
3 421445 -2869863.354146
4 370254 -2869714.381066
5 505376 -2869635.498522
6 505370 -2869538.863832
7 505380 -2869451.899348
8 548063 -2869366.586402
9 240426 -2869339.741011
10 40470 -2869248.935916
11 240425 -2869158.560667
12 376532 -2869090.808816
13 30712 -2869020.271801
14 359808 -2868946.520729
15 83239 -2868832.647417
16 308550 -2868785.118239
17 485741 -2868762.617770
18 18916 -2868740.130815
19 376534 -2868717.656794
20 124353 -2868695.174000
21 418616 -2868672.591663
22 389452 -2868492.870330
23 444953 -2868447.940557
24 329802 -2868380.546227
25 457135 -2868358.081326
26 427536 -2868335.616429
27 420101 -2868290.686810
28 163289 -2868268.221951
29 214536 -2868245.757091
30 304197 -2868223.292290
31 75537 -2868155.898026
32 35878 -2868088.503762
33 37261 -2868043.574253
34 389693 -2867953.715295
35 339464 -2867863.856341
36 352852 -2867841.391589
37 508517 -2867706.603190
38 113365 -2867571.814798
39 483609 -2867481.955869
40 483662 -2867459.491130
41 314658 -2867414.561660
42 479532 -2867392.096914
43 39227 -2867324.702699
44 503450 -2867279.773194
45 136850 -2867212.378912
46 259242 -2867077.590191
47 160598 -2867055.123884
48 374556 -2867010.179495
49 425003 -2866942.760150
50 545965 -2866920.295124
51 229882 -2866875.365663
52 101701 -2866830.436205
53 48860 -2866763.042017
54 478020 -2866695.647829
55 28779 -2866628.253641
56 258611 -2866605.788912
57 133028 -2866583.324182
58 81995 -2866538.394724
59 186513 -2866358.676890
60 218446 -2866291.282702
61 38560 -2866223.888514
62 108235 -2866044.170680
63 422511 -2865999.241221
64 433882 -2865864.452845
65 41546 -2865752.129199
66 203820 -2865684.735011
67 124069 -2865617.340823
68 72207 -2865549.946635
69 90499 -2865505.017177
70 45453 -2865482.552447
71 492731 -2865370.228801
72 383161 -2865257.905155
73 55493 -2865190.510967
74 161538 -2865123.116779
75 489053 -2865078.187320
76 265227 -2865033.257862
77 349099 -2865010.793132
78 216835 -2864988.328403
79 488552 -2864965.863674
80 491110 -2864831.075298
81 491096 -2864696.286922
82 82753 -2864606.428005
83 87813 -2864561.498547
84 378683 -2864539.033817
85 498697 -2864494.104359
86 498695 -2864471.639630
87 295016 -2864426.710171
88 241963 -2864404.245442
89 540511 -2864336.851254
90 158888 -2864314.386525
91 117563 -2864224.527607
92 329564 -2864089.739232
93 105585 -2864044.809773
94 43418 -2864022.345044
95 431298 -2863954.950856
96 33720 -2863887.556668
97 232497 -2863865.091939
98 169998 -2863730.303563
99 131837 -2863662.909375
100 511828 -2863595.515187
101 416488 -2863573.050458
102 467127 -2863550.585729
103 285111 -2863505.656270
104 233598 -2863393.332624
105 214227 -2863325.938436
106 272469 -2863303.473707
107 504644 -2863281.008977
108 271595 -2863258.544248
109 397195 -2863191.150060
110 309238 -2863146.220602
111 233266 -2863078.826414
112 177146 -2862988.967497
113 39221 -2862764.320204
114 335520 -2862562.137640
115 113386 -2862517.208182
116 289279 -2862472.278723
117 13436 -2862449.813994
118 138321 -2862382.419806
119 394727 -2862247.631430
120 138182 -2862225.166701
121 502092 -2862067.913596
122 388157 -2861955.589950
123 122783 -2861888.195762
124 388163 -2861843.266303
125 288153 -2861820.801574
126 184623 -2861775.872115
127 378391 -2861753.407386
128 167220 -2861596.154281
129 247783 -2861528.760093
130 530074 -2861461.365905
131 8934 -2861371.506988
132 353741 -2861304.112800
133 239165 -2861281.648071
134 190422 -2861101.930237
135 257956 -2860989.606590
136 543618 -2860899.747673
137 542889 -2860764.959297
138 246920 -2860630.170922
139 444970 -2860585.241463
140 542890 -2860495.382546
141 542891 -2860427.988358
142 453472 -2860293.199982
143 153311 -2860180.876336
144 353549 -2860068.552690
145 169419 -2859843.905397
146 474112 -2859596.793375
147 419514 -2859529.399187
148 502628 -2859462.004999
149 248621 -2859439.540270
150 96657 -2859394.610811
151 361889 -2859372.146082
152 5718 -2859259.822435
153 128408 -2859147.498789
154 9367 -2859080.104601
155 128413 -2858990.245684
156 128411 -2858967.780955
157 128412 -2858922.851496
158 340176 -2858877.922037
159 128407 -2858855.457308
160 231942 -2858832.992579
161 361250 -2858810.527850
162 271123 -2858788.063120
163 89049 -2858675.739474
164 218900 -2858563.415827
165 461015 -2858496.021640
166 446572 -2858406.162722
167 239826 -2858338.768535
168 213711 -2858203.980159
169 489117 -2857889.473949
170 139914 -2857530.038280
171 434252 -2857462.644092
172 9179 -2857417.714634
173 66791 -2857215.532070
174 15361 -2857125.673153
175 488227 -2857035.814236
176 284818 -2857013.349507
177 488220 -2856945.955319
178 319891 -2856878.561131
179 295164 -2856856.096402
180 19461 -2856833.631672
181 200920 -2856721.308026
182 100932 -2856653.913838
183 495066 -2856608.984380
184 267416 -2856564.054921
185 75969 -2856496.660733
186 222047 -2856384.337087
187 36535 -2856316.942899
188 483624 -2856047.366147
189 544691 -2856002.436689
190 166267 -2855890.113042
191 70924 -2855845.183584
192 201039 -2855822.718855
193 397763 -2855732.859938
194 26514 -2855620.536291
195 437758 -2855508.212645
196 421736 -2855463.283186
197 54245 -2855418.353728
198 34994 -2855171.241705
199 251201 -2855103.847518
200 546403 -2855081.382788
201 154541 -2855058.918059
202 263734 -2855036.453330
203 266239 -2854991.523871
204 118673 -2854856.735495
205 166344 -2854744.411849
206 141379 -2854654.552932
207 327998 -2854587.158744
208 332673 -2854542.229285
209 160702 -2854519.764556
210 93860 -2854474.835098
211 178240 -2854362.511451
212 108901 -2854317.581993
213 376703 -2854295.117263
214 311812 -2854205.258346
215 223703 -2854182.793617
216 196531 -2854160.328888
217 282886 -2854092.934700
218 264981 -2854048.005241
219 334435 -2854025.540512
220 454187 -2853755.963760
221 470859 -2853711.034302
222 172189 -2853688.569573
223 270178 -2853643.640114
224 312269 -2853621.175385
225 499133 -2853508.851738
226 450340 -2853374.063363
227 531159 -2853329.133904
228 240025 -2853261.739716
229 78154 -2853126.951340
230 331390 -2853104.486611
231 470842 -2853082.021882
232 182215 -2852992.162965
233 158987 -2852969.698235
234 241492 -2852947.233506
235 403518 -2852879.839318
236 441281 -2852834.909860
237 263448 -2852812.445130
238 544135 -2852745.050943
239 224119 -2852722.586213
240 141207 -2852700.121484
241 325836 -2852632.727296
242 5978 -2852587.797838
243 29537 -2852542.868379
244 534605 -2852520.403650
245 260584 -2852475.474191
246 121189 -2852430.544733
247 214470 -2852385.615274
248 78356 -2852340.685815
249 347173 -2852318.221086
250 93277 -2852295.756357
251 546164 -2852273.291628
252 544699 -2852183.432710
253 544640 -2852160.967981
254 293712 -2852116.038523
255 260110 -2852071.109064
256 210350 -2851981.250147
257 105482 -2851801.532313
258 117547 -2851756.602854
259 231793 -2851734.138125
260 174451 -2851711.673395
261 478072 -2851689.208666
262 485635 -2851621.814478
263 68574 -2851554.420290
264 476594 -2851509.490832
265 214707 -2851487.026103
266 30274 -2851464.561373
267 160605 -2851374.702456
268 336524 -2851329.772998
269 208182 -2851307.308268
270 517813 -2851150.055163
271 161318 -2851082.660975
272 116233 -2850992.802058
273 172595 -2850858.013683
274 531212 -2850790.619495
275 315446 -2850700.760578
276 376908 -2850633.366390
277 371971 -2850610.901660
278 14385 -2850565.972202
279 547217 -2850543.507473
280 548032 -2850521.042743
281 399919 -2850431.183826
282 266116 -2850363.789638
283 40977 -2850296.395450
284 47830 -2850251.465992
285 40976 -2850229.001263
286 41756 -2850161.607075
287 302586 -2850139.142345
288 300273 -2850094.212887
289 468703 -2850049.283428
290 293880 -2849936.959782
291 191906 -2849869.565594
292 513900 -2849824.636135
293 86988 -2849779.706677
294 13801 -2849757.241948
295 64297 -2849734.777218
296 368016 -2849555.059384
297 510341 -2849532.594655
298 397183 -2849375.341550
299 16817 -2849240.553174
300 243379 -2849218.088445
301 104877 -2849195.623715
302 188038 -2848970.976423
303 763 -2848903.582235
304 293610 -2848813.723318
305 372174 -2848768.793859
306 121141 -2848723.864400
307 408402 -2848634.005483
308 106929 -2848611.540754
309 522859 -2848589.076025
310 343025 -2848566.611295
311 508604 -2848521.681837
312 58359 -2848476.752378
313 363869 -2848454.287649
314 222176 -2848409.358190
315 485440 -2848341.964003
316 74417 -2848207.175627
317 272963 -2848162.246168
318 515507 -2848139.781439
319 75960 -2848117.316710
320 390243 -2848072.387251
321 404242 -2848049.922522
322 536917 -2847982.528334
323 1609 -2847960.063605
324 252548 -2847937.598875
325 469667 -2847847.739958
326 445687 -2847825.275229
327 8956 -2847780.345770
328 113810 -2847757.881041
329 215916 -2847668.022124
330 180069 -2847623.092665
331 115107 -2847555.698478
332 20380 -2847488.304290
333 41025 -2847420.910102
334 218316 -2847398.445373
335 50198 -2847331.051185
336 505918 -2847218.727538
337 294727 -2847151.333350
338 106888 -2847106.403892
339 508765 -2847083.939163
340 51730 -2847061.474433
341 73119 -2847039.009704
342 521372 -2847016.544975
343 73117 -2846814.362411
344 157568 -2846724.503494
345 530076 -2846679.574035
346 62066 -2846657.109306
347 328238 -2846612.179848
348 378575 -2846454.926743
349 91382 -2846432.462013
350 26222 -2846409.997284
351 239035 -2846365.067825
352 26224 -2846297.673638
353 504033 -2846028.096886
354 1547 -2845780.984864
355 60658 -2845713.590676
356 326464 -2845623.731759
357 260938 -2845488.943383
358 104712 -2845421.549195
359 528285 -2845376.619737
360 484333 -2845129.507715
361 45292 -2844949.789880
362 263181 -2844904.860422
363 53978 -2844770.072046
364 103118 -2844657.748400
365 141007 -2844635.283670
366 328351 -2844612.818941
367 350251 -2844522.960024
368 256777 -2844500.495295
369 412825 -2844478.030565
370 159974 -2844433.101107
371 440290 -2844320.777460
372 255762 -2844298.312731
373 434559 -2844163.524355
374 115955 -2844141.059626
375 46403 -2844118.594897
376 516580 -2844051.200709
377 50144 -2843961.341792
378 536934 -2843849.018145
379 334974 -2843826.553416
380 103117 -2843736.694499
381 401961 -2843691.765040
382 87737 -2843624.370853
383 233510 -2843579.441394
384 367648 -2843556.976665
385 89430 -2843512.047206
386 106314 -2843444.653018
387 170028 -2843377.258830
388 284174 -2843332.329372
389 540716 -2843309.864643
390 13401 -2843242.470455
391 58470 -2843175.076267
392 154454 -2843130.146808
393 210859 -2843085.217350
394 362261 -2843040.287891
395 92959 -2842995.358433
396 463310 -2842927.964245
397 513795 -2842905.499515
398 92546 -2842883.034786
399 161794 -2842860.570057
400 76122 -2842838.105328
401 385344 -2842815.640598
402 519338 -2842793.175869
403 99453 -2842680.852223
404 464125 -2842613.458035
405 269273 -2842590.993305
406 43098 -2842568.528576
407 468360 -2842523.599118
408 525712 -2842478.669659
409 445963 -2842456.204930
410 10584 -2842411.275471
411 91722 -2842388.810742
412 436218 -2842298.951825
413 435284 -2842276.487095
414 10904 -2842209.092908
415 213004 -2842164.163449
416 427821 -2842141.698720
417 501274 -2842074.304532
418 127242 -2842051.839803
419 212905 -2842029.375073
420 69788 -2842006.910344
421 17049 -2841984.445615
422 291934 -2841961.980885
423 143860 -2841917.051427
424 289907 -2841894.586698
425 432464 -2841872.121968
426 142407 -2841804.727780
427 308252 -2841759.798322
428 136596 -2841714.868863
429 222246 -2841669.939405
430 361039 -2841557.615758
431 114336 -2841535.151029
