iter  precision  recall
1  0.000000  0.000000
2  0.002088  0.200000
3  0.002086  0.200000
4  0.002084  0.200000
5  0.002083  0.200000
6  0.002079  0.200000
7  0.002077  0.200000
8  0.002075  0.200000
9  0.002073  0.200000
10  0.002071  0.200000
11  0.002070  0.200000
12  0.002069  0.200000
13  0.002068  0.200000
14  0.002067  0.200000
15  0.002066  0.200000
16  0.002065  0.200000
17  0.002064  0.200000
18  0.002063  0.200000
19  0.002062  0.200000
20  0.002061  0.200000
21  0.002060  0.200000
22  0.002059  0.200000
23  0.002058  0.200000
24  0.002057  0.200000
25  0.002055  0.200000
26  0.002054  0.200000
27  0.002053  0.200000
28  0.002052  0.200000
29  0.002051  0.200000
30  0.002050  0.200000
31  0.002049  0.200000
32  0.002048  0.200000
33  0.002047  0.200000
34  0.002046  0.200000
35  0.002045  0.200000
36  0.002044  0.200000
37  0.002043  0.200000
38  0.002042  0.200000
39  0.002041  0.200000
40  0.002040  0.200000
