199507	196987
199507	510562
199507	299112
199507	326225
199507	540659
199507	48467
199507	204899
199507	7219
199507	260469
199507	410759
199507	87891
199507	197841
199507	355756
199507	73128
199507	416423
199507	42826
199507	274701
197841	422155
197841	284796
197841	199507
197841	410759
197841	68116
321831	1776
321831	518125
321831	518984
321831	159988
321831	533437
321831	446503
321831	371067
321831	399039
48467	416423
48467	199507
48467	73128
48467	540659
48467	7219
422155	197841
422155	284796
422155	260469
422155	93317
422155	87891
422155	68116
422155	32065
233996	380776
233996	193110
233996	260469
233996	495357
233996	42826
233996	32065
279290	203014
311018	129997
311018	276007
311018	293715
311018	518984
311018	194944
311018	446503
311018	206283
311018	24054
326225	416423
326225	199507
326225	274701
326225	540659
326225	260469
326225	299112
326225	7219
68116	197841
68116	129997
68116	276007
68116	422155
68116	284796
68116	260469
68116	206283
68116	87891
465402	512468
465402	247651
465402	285433
465402	14948
353013	416423
353013	495357
353013	134663
353013	410759
353013	42826
196987	199507
196987	156457
196987	284796
196987	260469
196987	206283
196987	452082
520324	446503
520324	199986
520324	285433
520324	15859
1776	518125
1776	533437
1776	518984
1776	159988
1776	194944
1776	446503
1776	371067
1776	321831
1776	399039
410759	197841
410759	199507
410759	156457
410759	510562
410759	204899
410759	134663
410759	63151
410759	260469
410759	540861
410759	87891
410759	452082
410759	247651
410759	355756
410759	353013
129997	194944
129997	68116
129997	311018
129997	276007
129997	159988
518125	1776
518125	533437
518125	518984
518125	159988
518125	194944
518125	446503
518125	24054
518125	371067
518125	321831
518125	399039
434410	533437
434410	159988
284796	196987
284796	197841
284796	497384
284796	422155
284796	260469
284796	87891
284796	68116
63151	42826
63151	495357
63151	193110
63151	410759
63151	380776
159988	1776
159988	129997
159988	518125
159988	518984
159988	194944
159988	434410
159988	321831
159988	446503
540659	416423
540659	199507
540659	7219
540659	48467
540659	194944
540659	446503
540659	334953
540659	326225
540659	73128
446503	520324
446503	1776
446503	518125
446503	293715
446503	518984
446503	311018
446503	540659
446503	533437
446503	24054
446503	159988
446503	321831
446503	194944
446503	334953
334953	512468
334953	540659
334953	446503
334953	199986
334953	194944
299112	199507
299112	452464
299112	156457
299112	510562
299112	260469
299112	326225
495357	510562
495357	156457
495357	233996
495357	134663
495357	63151
495357	260469
495357	452082
495357	247651
495357	355756
495357	204899
495357	353013
32065	422155
32065	233996
32065	156457
182858	452082
182858	156457
182858	276007
182858	380776
203014	512468
203014	279290
371067	1776
371067	518125
371067	518984
371067	533437
371067	321831
371067	399039
510562	199507
510562	299112
510562	156457
510562	410759
510562	495357
510562	42826
510562	73128
510562	274701
452464	452082
452464	73128
452464	299112
452464	501277
452464	380776
199986	520324
199986	285433
199986	14948
199986	540861
199986	334953
199986	247651
199986	512468
199986	399039
199986	15859
274701	199507
274701	510562
274701	326225
274701	156457
274701	260469
452082	196987
452082	452464
452082	260469
452082	410759
452082	495357
452082	182858
452082	42826
293715	194944
293715	446503
293715	24054
293715	518984
293715	311018
285433	520324
285433	199986
285433	14948
285433	540861
285433	465402
285433	512468
285433	247651
285433	15859
134663	416423
134663	353013
134663	495357
134663	410759
134663	42826
260469	196987
260469	199507
260469	326225
260469	299112
260469	422155
260469	233996
260469	495357
260469	93317
260469	206283
260469	410759
260469	68116
260469	452082
260469	284796
260469	274701
540861	199986
540861	285433
540861	410759
540861	42826
24054	518125
24054	194944
24054	518984
24054	311018
24054	293715
24054	446503
14948	512468
14948	247651
14948	199986
14948	285433
14948	465402
194944	1776
194944	129997
194944	518125
194944	276007
194944	311018
194944	518984
194944	159988
194944	293715
194944	446503
194944	24054
194944	540659
194944	334953
512468	199986
512468	203014
512468	285433
512468	14948
512468	334953
512468	465402
512468	15859
247651	199986
247651	14948
247651	285433
247651	410759
247651	495357
247651	465402
247651	15859
42826	199507
42826	156457
42826	510562
42826	233996
42826	134663
42826	63151
42826	540861
42826	452082
42826	355756
42826	204899
42826	353013
416423	199507
416423	7219
416423	48467
416423	134663
416423	540659
416423	326225
416423	73128
416423	353013
7219	416423
7219	199507
7219	48467
7219	540659
7219	326225
7219	73128
156457	196987
156457	510562
156457	274701
156457	410759
156457	299112
156457	495357
156457	32065
156457	182858
156457	42826
276007	129997
276007	518984
276007	311018
276007	194944
276007	68116
276007	182858
73128	416423
73128	7219
73128	452464
73128	510562
73128	199507
73128	48467
73128	204899
73128	540659
73128	355756
73128	501277
204899	199507
204899	495357
204899	73128
204899	410759
204899	42826
380776	233996
380776	452464
380776	182858
380776	63151
380776	501277
518984	1776
518984	518125
518984	276007
518984	293715
518984	159988
518984	533437
518984	446503
518984	24054
518984	311018
518984	321831
518984	194944
518984	371067
193110	233996
193110	63151
533437	1776
533437	518125
533437	434410
533437	371067
533437	518984
533437	446503
533437	321831
93317	260469
93317	422155
206283	196987
206283	260469
206283	311018
206283	68116
87891	422155
87891	284796
87891	199507
87891	410759
87891	68116
497384	284796
399039	518125
399039	1776
399039	199986
399039	371067
399039	321831
355756	199507
355756	495357
355756	73128
355756	410759
355756	42826
15859	512468
15859	247651
15859	520324
15859	199986
15859	285433
501277	452464
501277	73128
501277	380776
