iter  precision  recall
1  0.000000  0.000000
2  0.001087  0.050000
3  0.001086  0.050000
4  0.001085  0.050000
5  0.001082  0.050000
6  0.001081  0.050000
7  0.001080  0.050000
8  0.001079  0.050000
9  0.001078  0.050000
10  0.001076  0.050000
11  0.001075  0.050000
12  0.001074  0.050000
13  0.001073  0.050000
14  0.001072  0.050000
15  0.001071  0.050000
16  0.001070  0.050000
17  0.001068  0.050000
18  0.001067  0.050000
19  0.001066  0.050000
20  0.001065  0.050000
21  0.001064  0.050000
22  0.001063  0.050000
23  0.001062  0.050000
24  0.001060  0.050000
25  0.001059  0.050000
26  0.001058  0.050000
27  0.001057  0.050000
28  0.001056  0.050000
29  0.001055  0.050000
30  0.001054  0.050000
31  0.001053  0.050000
32  0.001052  0.050000
33  0.001050  0.050000
34  0.001049  0.050000
35  0.001048  0.050000
36  0.001047  0.050000
37  0.001046  0.050000
38  0.001045  0.050000
39  0.001044  0.050000
40  0.001043  0.050000
