iter  AnomalyNodeRemoved  LL
0 NA -2633793.788932
1 378469 -2537912.334408
2 343731 -2546500.478904
3 470925 -2547447.851007
4 31531 -2546086.020687
5 274356 -2531830.804859
6 457135 -2544280.713394
7 5988 -2540499.823928
8 548405 -2538448.037611
9 133278 -2542306.764134
10 212906 -2544398.120489
11 108402 -2545792.260898
12 247465 -2562071.084797
13 450423 -2540514.057164
14 260988 -2534909.151751
15 427272 -2532874.693012
16 427536 -2551841.284378
17 176067 -2543368.657277
18 427287 -2549783.964336
19 157250 -2545153.184819
20 1179 -2547156.941539
21 224493 -2546496.065162
22 413927 -2544351.668374
23 533398 -2535150.484825
24 1178 -2543464.012705
25 214536 -2535370.464876
26 110049 -2558927.408648
27 46792 -2530584.481327
28 116532 -2545939.852908
29 2757 -2543496.403907
30 176073 -2534625.895561
31 158715 -2542024.996444
32 169883 -2534625.195273
33 329562 -2538407.696720
34 176070 -2547534.060872
35 360906 -2536974.904273
36 408638 -2540545.997063
37 432234 -2545490.891694
38 82440 -2533075.800015
39 460592 -2536247.146533
40 242749 -2534695.462084
41 161612 -2537217.535535
42 40962 -2536769.722868
43 193820 -2542705.476560
44 430260 -2548654.044861
45 96301 -2541746.122729
46 291622 -2539459.766173
47 224427 -2547558.199108
48 506979 -2539453.055592
49 24142 -2546594.584966
50 367150 -2542784.891855
51 188580 -2543065.149027
52 344795 -2542700.732974
53 538028 -2533074.105547
54 342683 -2541589.737143
55 235272 -2540255.719988
56 505357 -2543861.030982
57 171045 -2540474.545260
58 450869 -2535785.535172
59 491828 -2541365.527122
60 458331 -2536926.988134
61 219550 -2534728.801976
62 313697 -2539222.513479
63 445154 -2541192.909197
64 402284 -2536180.179528
65 60902 -2531088.534358
66 503450 -2540361.490869
67 80375 -2529581.425442
68 491592 -2534368.732192
69 290019 -2533902.050166
70 355990 -2538890.518439
71 425879 -2530599.951143
72 304197 -2535195.532116
73 73105 -2535275.289644
74 388677 -2537494.682727
75 373061 -2536093.847244
76 478020 -2539249.291107
77 484606 -2534511.377579
78 520911 -2544643.378037
79 480376 -2538525.842728
80 163292 -2544526.543611
81 90555 -2543442.066473
82 188233 -2536529.876538
83 113858 -2524832.197494
84 70799 -2542711.797579
85 423459 -2539254.330714
86 402840 -2532241.555970
87 131821 -2534707.619590
88 38338 -2529437.498974
89 135943 -2547931.032466
90 372882 -2550428.313022
91 498669 -2537079.237158
92 199043 -2540477.479922
93 399002 -2534685.134869
94 254968 -2548790.246515
95 496237 -2546567.303310
96 132666 -2538638.171903
97 335765 -2528870.529227
98 102855 -2538925.659299
99 471697 -2542467.196202
100 375204 -2538322.618587
