iter  AnomalyNodeRemoved  LL
0 NA -2363694.962291
1 11541 -2363510.384736
2 33899 -2363394.074032
3 416476 -2363326.931013
4 11548 -2363158.163915
5 30672 -2362856.561183
6 97640 -2362640.157514
7 41954 -2361990.516122
8 502664 -2361919.260945
9 344940 -2361808.620392
10 381762 -2361779.435666
11 415032 -2361754.950440
12 534913 -2361731.103039
13 149901 -2361708.605031
14 280690 -2361686.716150
15 369826 -2361643.062320
16 286230 -2361621.246290
17 19974 -2361490.368477
18 151952 -2361468.554059
19 252481 -2361424.912008
20 346886 -2361403.066791
21 362382 -2361141.311516
22 19416 -2361054.059758
23 505967 -2360966.808001
24 78475 -2360835.930365
25 361357 -2360748.678608
26 150858 -2360683.239790
27 122530 -2360639.613912
28 170262 -2360617.800972
29 512919 -2360574.175094
30 258699 -2360552.362155
31 157495 -2360465.110398
32 427824 -2360443.297458
33 149147 -2360377.858641
34 35562 -2360268.793944
35 280281 -2360225.168066
36 192703 -2360203.355127
37 149145 -2360116.103370
38 171543 -2360028.851613
39 149139 -2359963.412795
40 149143 -2359941.599856
41 49568 -2359897.973978
42 49564 -2359876.161038
43 72020 -2359854.348099
44 500603 -2359723.470464
45 51371 -2359658.031646
46 432282 -2359592.592828
47 51382 -2359570.779889
48 9453 -2359527.154011
49 482370 -2359505.341072
50 213650 -2359396.276375
51 250990 -2359330.837558
52 498999 -2359287.211679
53 383428 -2359243.585801
54 499268 -2359156.334044
55 404154 -2359047.269348
56 505626 -2358960.017591
57 404150 -2358938.204652
58 210623 -2358916.391713
59 458808 -2358894.578773
60 83204 -2358872.765834
61 387856 -2358785.514077
62 94157 -2358741.888199
63 473690 -2358720.075260
64 90314 -2358698.262320
65 302648 -2358654.636442
66 415435 -2358589.197624
67 463567 -2358523.758807
68 415427 -2358480.132928
69 363452 -2358414.694111
70 256298 -2358262.003536
71 140996 -2358131.125901
72 537489 -2358000.248265
73 240362 -2357956.622387
74 329109 -2357782.118873
75 338769 -2357629.428299
76 534984 -2357520.363602
77 413463 -2357476.737724
78 540555 -2357389.485967
79 248476 -2357236.795393
80 382795 -2357084.104818
81 154869 -2357018.666000
82 280308 -2356953.227183
83 479736 -2356931.414244
84 62224 -2356909.601304
85 155951 -2356887.788365
86 433884 -2356800.536608
87 386125 -2356778.723669
88 39809 -2356756.910730
89 290730 -2356669.658973
90 486116 -2356626.033094
91 23977 -2356582.407216
92 238876 -2356538.781338
93 107235 -2356473.342520
94 393488 -2356080.709614
95 497490 -2356015.270796
96 357761 -2355993.457857
97 493703 -2355949.831979
98 151382 -2355884.393161
99 483379 -2355840.767283
100 534625 -2355753.515526
101 406634 -2355709.889647
102 22672 -2355600.824951
103 389847 -2355339.069680
104 132013 -2355295.443802
105 137042 -2354968.249714
106 182138 -2354815.559139
107 288489 -2354662.868565
108 433515 -2354641.055625
109 139980 -2354575.616808
110 324926 -2354379.300355
111 193327 -2354313.861537
112 322380 -2354226.609780
113 75281 -2354182.983902
114 355062 -2354073.919206
115 98592 -2353986.667449
116 505640 -2353921.228631
117 436513 -2353855.789813
118 112499 -2353746.725117
119 509591 -2353724.912178
120 52106 -2353703.099239
121 377785 -2353594.034543
122 431873 -2353484.969847
123 542105 -2353397.718090
124 308292 -2353354.092211
125 147716 -2353288.653394
126 144400 -2353266.840454
127 21930 -2353070.524002
128 129992 -2353005.085184
129 532819 -2352917.833427
130 450485 -2352830.581670
131 394861 -2352743.329913
132 21926 -2352612.452278
133 21923 -2352547.013460
134 410233 -2352394.322886
135 9630 -2352372.509946
136 348122 -2352263.445250
137 461663 -2352176.193493
138 406622 -2352110.754676
139 340358 -2352067.128797
140 346686 -2352023.502919
141 39024 -2352001.689980
142 278902 -2351914.438223
143 241407 -2351761.747648
144 165779 -2351587.244135
145 453518 -2351478.179438
146 197143 -2351260.050046
147 15709 -2351216.424168
148 543449 -2351172.798289
149 127108 -2351085.546532
150 456247 -2350998.294776
151 274593 -2350954.668897
152 475234 -2350911.043019
153 42223 -2350889.230079
154 62861 -2350867.417140
155 59951 -2350801.978323
156 397246 -2350758.352444
157 245826 -2350627.474809
158 184173 -2350452.971295
159 543459 -2350365.719538
160 156993 -2350213.028964
161 134231 -2350060.338389
162 184126 -2349929.460754
163 488583 -2349842.208997
164 174471 -2349754.957240
165 344204 -2349667.705483
166 440425 -2349624.079605
167 25301 -2349602.266665
168 344202 -2349580.453726
169 445494 -2349536.827848
170 414227 -2349471.389030
171 200511 -2349427.763152
172 534006 -2349362.324334
173 327720 -2349318.698456
174 405595 -2349275.072577
175 220240 -2349253.259638
176 477606 -2349209.633760
177 123654 -2349187.820820
178 447384 -2349122.382003
179 447345 -2349056.943185
180 462512 -2349035.130246
181 32908 -2348991.504367
182 388134 -2348947.878489
183 388133 -2348838.813793
184 388131 -2348751.562036
185 119524 -2348555.245583
186 119525 -2348424.367948
187 119527 -2348337.116191
188 119551 -2348228.051495
189 499124 -2348140.799738
190 119554 -2348031.735042
191 354072 -2347988.109163
192 532011 -2347966.296224
193 249034 -2347922.670346
194 356980 -2347791.792710
195 372173 -2347595.476257
196 358565 -2347464.598622
197 142520 -2347333.720987
198 369820 -2347246.469230
199 226698 -2347115.591594
200 169214 -2347050.152777
201 465424 -2347028.339837
202 270735 -2346919.275141
203 523011 -2346722.958688
204 263076 -2346635.706931
205 10172 -2346570.268114
206 390367 -2346483.016357
207 406823 -2346417.577539
208 284426 -2346286.699904
209 13177 -2346221.261086
210 419504 -2346112.196390
211 459859 -2345981.318755
212 437111 -2345850.441120
213 184350 -2345763.189363
214 321426 -2345675.937606
215 284613 -2345632.311727
216 226446 -2345610.498788
217 377932 -2345414.182335
218 246201 -2345326.930578
219 531221 -2345283.304700
220 31163 -2345261.491761
221 246202 -2345065.175308
222 376967 -2344977.923551
223 539490 -2344694.355341
224 399534 -2344498.038888
225 408570 -2344301.722435
226 41545 -2344170.844800
227 316427 -2344127.218921
228 284909 -2344105.405982
229 39223 -2344018.154225
230 175241 -2343930.902468
231 114320 -2343887.276590
232 114323 -2343821.837772
233 449870 -2343800.024833
234 87127 -2343712.773076
235 87126 -2343560.082501
236 362229 -2343407.391927
237 243105 -2343320.140170
238 243095 -2343211.075474
239 237322 -2343189.262535
