iter  AnomalyNodeRemoved  LL
0 NA -2160399.114262
1 11548 -2160065.936459
2 97640 -2159732.985345
3 41954 -2159408.262048
4 502664 -2158896.916035
5 534913 -2158710.065430
6 151952 -2158589.596975
7 490056 -2158562.129386
8 252481 -2158495.291690
9 346886 -2158449.333998
10 242840 -2158426.829908
11 506603 -2158404.996020
12 51045 -2158361.313441
13 345521 -2158295.701920
14 198149 -2158142.670479
15 444247 -2158011.673229
16 361609 -2157880.740192
17 475234 -2157837.109376
18 42223 -2157815.296417
19 531221 -2157749.857439
20 31163 -2157706.230913
21 316683 -2157684.417967
22 41546 -2157575.353097
23 203820 -2157509.914195
24 124069 -2157444.475366
25 72207 -2157379.036537
26 90499 -2157335.410598
27 45453 -2157313.597624
28 457072 -2157269.971719
29 205959 -2157226.345829
30 288281 -2157095.468182
31 139614 -2157008.216412
32 340164 -2156855.525814
33 476590 -2156724.648162
34 421705 -2156593.770508
35 60502 -2156528.331665
36 300590 -2156353.828122
37 34120 -2156179.324578
38 444342 -2156026.633969
39 33551 -2155983.008043
40 219207 -2155917.569167
41 451794 -2155873.943207
42 300584 -2155852.130168
43 184680 -2155830.317151
44 486164 -2155786.691105
45 124469 -2155764.877972
46 497133 -2155721.251731
47 340925 -2155699.438218
48 423279 -2155655.811320
49 453881 -2155633.996354
50 133468 -2155612.178060
51 65561 -2155481.291362
52 322787 -2155350.413481
53 154372 -2155241.348785
54 53535 -2155175.909967
55 301541 -2155110.471149
56 208158 -2155045.032332
57 427063 -2155001.406453
58 201238 -2154935.967636
59 368567 -2154892.341757
60 501272 -2154870.528818
61 359792 -2154848.715879
62 341115 -2154761.464122
63 212808 -2154652.399426
64 177300 -2154630.586486
65 140788 -2154565.147669
66 507736 -2154303.392398
67 54237 -2154216.140641
68 215794 -2154172.514763
69 208503 -2154128.888884
70 321551 -2154107.075945
71 102659 -2154085.263006
72 220023 -2153954.385371
73 207734 -2153845.320674
74 366334 -2153779.881857
75 412292 -2153714.443039
76 82842 -2153627.191282
77 319209 -2153583.565404
78 7679 -2153539.939525
79 127222 -2153518.126586
80 166344 -2153409.061890
81 141379 -2153321.810133
82 327998 -2153256.371316
83 332673 -2153190.932498
84 160702 -2153169.119559
85 183325 -2153060.054863
86 296623 -2152972.803106
87 4102 -2152907.364288
88 399523 -2152863.738410
89 209823 -2152841.925470
90 375429 -2152623.796078
91 247852 -2152558.357260
92 368375 -2152536.544321
93 211498 -2152383.853747
94 166361 -2152296.601990
95 299058 -2152274.789051
96 206679 -2152209.350233
97 233157 -2152100.285537
98 281151 -2152078.472598
99 11221 -2152013.033780
100 378192 -2151903.969084
101 370333 -2151816.717327
102 241638 -2151751.278509
103 101637 -2151664.026752
104 146064 -2151620.400874
105 365478 -2151598.587935
106 153631 -2151576.774996
107 51085 -2151533.149117
108 159199 -2151489.523239
109 109257 -2151402.271482
110 355205 -2151358.645603
111 315968 -2151336.832664
112 304921 -2151293.206786
113 304149 -2151162.329150
114 83029 -2151075.077394
115 319085 -2151009.638576
116 243475 -2150966.012697
117 162359 -2150944.199758
118 344537 -2150922.386819
119 341180 -2150900.573880
120 524089 -2150878.760941
121 384955 -2150791.509184
122 462280 -2150682.444488
123 259208 -2150595.192731
124 121105 -2150573.379791
125 167215 -2150529.753913
126 521706 -2150507.940974
127 139543 -2150486.128035
128 346528 -2150311.624521
129 493991 -2150246.185703
130 436359 -2150202.559825
131 291502 -2150137.121007
