iter  AnomalyNodeRemoved  LL
0 NA -1194092.565789
1 494929 -1193994.333712
2 135081 -1193927.110339
3 82995 -1193838.607712
4 156987 -1193765.805233
5 24632 -1193743.267776
6 252771 -1193701.808301
7 508501 -1193681.198854
8 95790 -1193640.005080
9 169974 -1193598.812692
10 517311 -1193475.237950
11 537450 -1193372.259169
12 506606 -1193269.280507
13 467676 -1193228.089037
14 174822 -1193186.897590
15 174823 -1193125.110432
16 499606 -1193083.918994
17 112814 -1193001.536113
18 479259 -1192980.940391
19 546179 -1192877.961810
20 216024 -1192795.578946
21 12985 -1192589.621786
22 12983 -1192466.047490
23 535978 -1192260.090329
24 8334 -1191848.176009
25 57665 -1191827.580293
26 269735 -1191786.388861
27 198387 -1191765.793145
28 513072 -1191724.601713
29 112239 -1191683.410281
30 279802 -1191621.623133
31 99451 -1191601.027417
32 347038 -1191498.048837
33 337481 -1191477.453121
34 413609 -1191456.857405
35 391862 -1191436.261689
36 234569 -1191374.474541
37 539102 -1191292.091677
38 379149 -1191250.900245
39 192126 -1191147.921664
40 264767 -1191065.538800
41 157008 -1191044.943084
42 264768 -1190983.155936
43 344172 -1190941.964504
44 115271 -1190859.581640
45 463702 -1190736.007344
46 270593 -1190653.624480
47 528717 -1190468.263036
48 216625 -1190427.071604
49 46798 -1190406.475888
50 546911 -1190385.880172
51 484932 -1190365.284456
52 506609 -1190344.688740
53 174118 -1190324.093024
54 101008 -1190200.518728
55 89493 -1190179.923012
56 89492 -1190097.540148
57 55147 -1190076.944432
58 43826 -1190056.348716
59 544525 -1190035.753000
60 543873 -1189891.582987
61 543875 -1189768.008691
62 543056 -1189541.455815
63 542446 -1189417.881519
64 543874 -1189356.094371
65 542321 -1189294.307223
66 134224 -1189211.924359
67 134221 -1189191.328643
68 134228 -1189047.158631
69 542973 -1189026.562915
70 154841 -1189005.967199
71 424314 -1188964.775767
72 364103 -1188902.988619
73 304732 -1188820.605755
74 438697 -1188800.010039
75 19587 -1188779.414323
76 361042 -1188758.818606
77 190787 -1188655.840026
78 154984 -1188614.648594
79 378795 -1188573.457162
80 236049 -1188470.478582
81 103736 -1188367.500002
82 493928 -1188285.117138
83 493930 -1188140.947126
84 103733 -1188099.755694
85 417289 -1188079.159978
86 236048 -1187914.394250
87 248444 -1187749.628522
88 105969 -1187708.437090
89 22602 -1187626.054226
90 105968 -1187584.862794
91 272933 -1187502.479929
92 134446 -1187440.692781
93 134447 -1187399.501349
94 248446 -1187378.905633
95 289599 -1187358.309917
96 365381 -1187337.714201
97 268141 -1187317.118485
98 151771 -1187234.735621
99 185086 -1187152.352757
100 542775 -1186966.991313
101 185084 -1186864.012733
102 159541 -1186843.417017
103 330323 -1186822.821301
104 144193 -1186699.247005
105 108194 -1186616.864141
106 157624 -1186472.694129
107 144191 -1186369.715548
108 543105 -1186266.736968
109 270306 -1186204.949820
110 543161 -1186163.758388
111 543789 -1186122.566956
112 9650 -1186040.184092
113 534623 -1185978.396944
114 199099 -1185937.205512
115 62642 -1185916.609796
116 488867 -1185896.014080
117 285803 -1185834.226932
118 476995 -1185710.652636
119 522271 -1185628.269772
120 340505 -1185504.695476
121 284774 -1185360.525464
122 220969 -1185195.759735
123 543799 -1184989.802575
124 443627 -1184969.206859
125 37216 -1184907.419711
126 349 -1184886.823995
127 83380 -1184866.228279
128 525555 -1184845.632563
129 304588 -1184825.036847
130 315577 -1184763.249699
131 203397 -1184742.653983
132 417383 -1184660.271119
133 412353 -1184577.888255
134 548506 -1184495.505391
135 136870 -1184474.909675
136 547254 -1184330.739663
137 545429 -1184207.165367
138 127339 -1184145.378219
139 113034 -1184083.591071
140 545427 -1184021.803923
141 127346 -1183960.016774
142 547257 -1183939.421058
143 389409 -1183918.825342
144 541156 -1183898.229626
145 547515 -1183712.868182
146 190422 -1183548.102454
147 257956 -1183445.123874
148 543618 -1183362.741010
