iter  AnomalyNodeRemoved  LL
0 NA -1239736.095587
1 287141 -1239524.213786
2 448374 -1238130.828858
3 460062 -1237976.834872
4 286893 -1237828.601212
5 94931 -1237447.620828
6 32451 -1237336.912841
7 239461 -1237207.631827
8 509145 -1237142.937434
9 46703 -1237019.213183
10 127470 -1236996.265864
11 515064 -1236893.384426
12 190224 -1236790.533663
13 188744 -1236728.823388
14 69843 -1236646.543001
15 369190 -1236399.702130
16 259203 -1236132.291203
17 100013 -1235988.300705
18 31408 -1235864.880278
19 478270 -1235823.740135
20 72133 -1235782.599993
21 10869 -1235700.319708
22 178966 -1235638.609495
23 147059 -1235618.039424
24 463820 -1235597.469352
25 76467 -1235535.759139
26 535408 -1235371.198570
27 513654 -1235268.348214
28 10902 -1235165.497858
29 412102 -1235103.787645
30 349352 -1235083.217573
31 204846 -1234980.367218
32 192013 -1234959.797146
33 46863 -1234939.227075
34 176684 -1234898.086933
35 181127 -1234856.946791
36 364715 -1234836.376719
37 38181 -1234815.806648
38 179856 -1234671.816150
39 454734 -1234610.105937
40 58995 -1234527.825652
41 482934 -1234466.115439
42 149838 -1234383.835154
43 308730 -1234301.554869
44 125303 -1234219.274585
45 295901 -1234157.564371
46 296883 -1234075.284087
47 56190 -1233951.863660
48 438261 -1233849.013304
49 314066 -1233725.592877
50 469386 -1233643.312592
51 384778 -1233622.742521
52 71121 -1233602.172450
53 355596 -1233519.892165
54 101338 -1233499.322094
55 69808 -1233478.752023
56 58374 -1233417.041809
57 283656 -1233334.761525
58 446194 -1232655.949176
59 334611 -1232265.117824
60 171506 -1231997.706899
61 56909 -1231195.474124
62 8546 -1231133.763910
63 115476 -1230969.203341
64 490032 -1230907.493128
65 121551 -1230886.923057
66 92265 -1230845.782914
67 29164 -1230804.642772
68 189106 -1230701.792416
69 246814 -1230537.231847
70 423204 -1230290.390993
71 86206 -1230064.120210
72 212664 -1229920.129712
73 214533 -1229796.709285
74 464293 -1229734.999072
75 5262 -1229591.008573
76 415291 -1229570.438502
77 415486 -1229488.158218
78 249735 -1229405.877933
79 289790 -1229385.307862
80 104277 -1229241.317364
81 473332 -1229179.607150
82 529539 -1229076.756794
83 490802 -1229015.046581
84 9359 -1228953.336367
85 489312 -1228850.486012
86 110944 -1228809.345869
87 425686 -1228788.775798
88 168997 -1228768.205727
89 185904 -1228747.635656
90 194318 -1228727.065585
91 279778 -1228665.355371
92 392832 -1228603.645158
93 295517 -1228480.224731
94 214367 -1228397.944446
95 432835 -1228336.234233
96 170697 -1228295.094090
97 75712 -1228253.953948
98 221061 -1228027.683165
99 268083 -1227986.543023
100 360469 -1227965.972952
101 48714 -1227924.832809
102 226662 -1227883.692667
103 318506 -1227821.982454
104 138984 -1227760.272240
105 99392 -1227739.702169
106 27116 -1227719.132098
107 275248 -1227698.562027
108 364830 -1227677.991955
109 72397 -1227616.281742
110 72382 -1227575.141600
111 154241 -1227513.431386
112 368929 -1227492.861315
113 288348 -1227472.291244
114 520914 -1227410.581030
115 313898 -1227287.160603
116 482203 -1227184.310248
117 414360 -1227060.889821
118 209317 -1227040.319749
119 367922 -1227019.749678
120 125399 -1226999.179607
121 285202 -1226958.039465
122 400500 -1226937.469394
123 334152 -1226916.899322
124 246209 -1226896.329251
125 352930 -1226855.189109
126 480235 -1226814.048967
127 413956 -1226772.908824
128 483279 -1226731.768682
129 117078 -1226587.778184
130 429914 -1226526.067970
131 47929 -1226423.217615
132 161832 -1226402.647543
133 469795 -1226361.507401
134 8038 -1226340.937330
135 213185 -1226320.367259
136 4078 -1226299.797188
137 76076 -1226217.516903
138 375325 -1225806.115480
139 219109 -1225374.143985
140 464329 -1225333.003843
141 266599 -1225312.433772
142 358956 -1225271.293630
143 234644 -1225209.583416
144 69696 -1225086.162989
145 89631 -1224962.742562
146 175060 -1224901.032349
147 489260 -1224859.892206
148 292170 -1224757.041851
149 486304 -1224695.331637
150 57553 -1224654.191495
151 28907 -1224510.200997
152 373660 -1224448.490783
153 494847 -1224427.920712
154 490391 -1224407.350641
155 422256 -1224283.930214
156 298272 -1224201.649929
157 469987 -1224160.509787
158 37708 -1224098.799573
159 257144 -1223995.949218
160 309591 -1223934.239004
161 92921 -1223893.098862
162 480152 -1223872.528791
163 526147 -1223851.958719
164 210525 -1223810.818577
165 51138 -1223790.248506
166 346173 -1223749.108364
167 303586 -1223666.828079
168 361834 -1223461.127367
169 438767 -1223358.277012
170 296407 -1223296.566798
171 90127 -1223255.426656
172 378268 -1223234.856585
173 264565 -1223193.716442
174 227371 -1223132.006229
175 263031 -1223111.436158
176 175762 -1223090.866086
177 270645 -1223008.585802
178 148994 -1222967.445659
179 407001 -1222946.875588
180 129371 -1222926.305517
181 79545 -1222905.735446
182 25712 -1222885.165375
183 47923 -1222741.174877
184 508957 -1222700.034734
185 386495 -1222638.324521
186 83384 -1222597.184379
187 18429 -1222535.474165
188 520700 -1222514.904094
189 277314 -1222350.343525
190 472249 -1222288.633311
191 60877 -1222247.493169
192 338228 -1222165.212884
193 306823 -1222144.642813
194 380978 -1222124.072742
195 78113 -1222103.502671
196 339767 -1222021.222386
197 60292 -1221938.942101
198 468286 -1221897.801959
199 523544 -1221877.231888
200 339768 -1221815.521674
201 271879 -1221753.811461
202 11812 -1221733.241390
203 153284 -1221630.391034
204 450358 -1221589.250892
205 128664 -1221527.540678
206 47254 -1221506.970607
207 515871 -1221486.400536
208 36462 -1221465.830465
209 108310 -1221362.980109
210 240132 -1221239.559682
211 309818 -1221198.419540
212 337691 -1221157.279397
213 210353 -1221136.709326
214 312362 -1221074.999113
215 86268 -1220972.148757
216 341967 -1220766.448045
217 345173 -1220293.336409
218 410942 -1220108.205768
219 117486 -1219779.084630
220 422027 -1219635.094131
221 61858 -1219614.524060
222 221906 -1219573.383918
223 454298 -1219532.243776
224 84923 -1219511.673704
225 290213 -1219429.393420
226 25141 -1219326.543064
227 359057 -1219017.991997
228 62443 -1218935.711712
229 202607 -1218915.141641
230 392676 -1218874.001498
231 363011 -1218853.431427
232 247363 -1218832.861356
233 830 -1218730.011000
234 457898 -1218586.020502
235 521810 -1218524.310289
236 389963 -1218339.179648
237 394991 -1218174.619079
238 413754 -1218071.768723
239 268852 -1218030.628581
240 482797 -1217968.918367
241 426594 -1217927.778225
242 389344 -1217907.208154
243 524092 -1217845.497940
244 428895 -1217763.217656
245 343413 -1217701.507442
246 516589 -1217639.797229
247 381579 -1217578.087015
248 144071 -1217557.516944
249 398123 -1217495.806731
