iter  AnomalyNodeRemoved  LL
0 NA -1183954.726628
1 287141 -1114779.087184
2 249735 -1119265.649596
3 296584 -1121564.228238
4 94931 -1120347.201093
5 401241 -1122309.144920
6 295517 -1122759.296934
7 228055 -1115646.562143
8 179856 -1124262.896627
9 214367 -1117629.343399
10 515064 -1118473.247206
11 425689 -1119301.701058
12 454734 -1117509.407812
13 190224 -1116295.723014
14 188744 -1119813.252386
15 69843 -1116891.380221
16 521702 -1116368.969542
17 542622 -1121332.924121
18 58995 -1115474.450027
19 46863 -1117088.807597
20 256907 -1119131.712922
21 482934 -1116113.300025
22 36567 -1115533.995438
23 418900 -1114884.272177
24 432835 -1117840.910802
25 369190 -1121886.116980
26 204811 -1119396.535719
27 149838 -1118589.500859
28 308730 -1119547.994283
29 259203 -1114695.792976
30 295901 -1117113.148047
31 127470 -1118674.956119
32 132121 -1114955.348223
33 375205 -1121786.629362
34 528513 -1114333.089028
35 170697 -1115572.642908
36 543927 -1118993.130367
37 75712 -1117450.665466
38 221061 -1121639.604460
39 268083 -1117751.046394
40 187413 -1115657.441238
41 48714 -1115717.510078
42 525547 -1117457.562506
43 119094 -1115482.801459
44 365441 -1115541.878069
45 253865 -1113749.926567
46 383764 -1115815.565597
47 343845 -1113771.788268
48 229140 -1119507.906430
49 364830 -1119803.746305
50 321978 -1112882.765468
51 486304 -1119772.058816
52 197012 -1116596.423837
53 407625 -1116924.815210
54 429914 -1113306.884325
55 279778 -1149292.926494
56 355596 -1116260.219266
57 208211 -1121112.872023
58 402324 -1114987.308229
59 392832 -1115461.635472
60 47929 -1112067.427629
61 164420 -1115918.332814
62 161832 -1116224.214036
63 232029 -1116239.781751
64 337334 -1113743.408654
65 101338 -1113388.753955
66 64215 -1119176.932252
67 254463 -1113008.947312
68 489312 -1112275.862656
69 469795 -1113229.146290
70 333154 -1111487.746058
71 201852 -1118348.851894
72 171162 -1113873.204231
73 194318 -1114895.437986
74 494847 -1113906.863425
75 362385 -1119029.928053
76 539811 -1120548.629449
77 541080 -1113569.420210
78 131406 -1113974.576902
79 57553 -1116848.423052
80 106582 -1114821.929738
81 152794 -1115073.231243
82 28907 -1111962.290140
83 520914 -1112486.990196
84 175762 -1111792.751324
85 373660 -1112006.994437
86 178147 -1120114.939177
87 296883 -1120526.545734
88 78003 -1113735.935338
89 526261 -1115517.317119
90 235168 -1114877.608540
91 257144 -1116572.870061
92 148994 -1118399.906271
93 129371 -1111331.878053
94 504749 -1112754.315756
95 79545 -1116858.925899
96 9191 -1115007.295047
97 172855 -1114792.229820
98 358956 -1118234.615852
99 234644 -1111714.360557
100 72397 -1114159.406172
