iter  AnomalyNodeRemoved  LL
0 NA -1749235.056172
1 470925 -1736130.094516
2 31531 -1735794.160674
3 274356 -1735551.732876
4 450423 -1734971.072993
5 378469 -1734819.759025
6 545965 -1734481.606635
7 274565 -1734437.892473
8 421445 -1734308.912409
9 370254 -1734244.423312
10 505376 -1734201.427837
11 505370 -1734179.907362
12 505380 -1734136.904745
13 5988 -1734093.912130
14 212906 -1734029.424494
15 439012 -1733878.953355
16 508153 -1733706.986338
17 107493 -1733578.011076
18 124889 -1733556.515199
19 290019 -1733492.027568
20 480376 -1733406.044060
21 408304 -1733363.052306
22 548405 -1733320.060552
23 188580 -1733191.085290
24 413927 -1733169.589413
25 235272 -1733019.118274
26 546305 -1732954.630643
27 544233 -1732911.638889
28 205303 -1732524.713103
29 238637 -1732137.787316
30 548063 -1732094.795562
31 40470 -1732030.307931
32 240425 -1731965.820300
33 376532 -1731922.828546
34 30712 -1731879.836792
35 359808 -1731836.845038
36 254968 -1731815.349161
37 83239 -1731750.861530
38 308550 -1731729.365653
39 260988 -1731707.869776
40 510589 -1731664.878022
41 62662 -1731600.390391
42 9254 -1731535.902760
43 544170 -1731148.976974
44 84392 -1730805.042941
45 49756 -1730482.604786
46 46790 -1730418.117155
47 451289 -1730267.646016
48 323468 -1729923.711984
49 176067 -1729816.232599
50 2757 -1729687.257337
51 176073 -1729601.273829
52 176070 -1729536.786198
53 408638 -1729493.794444
54 507491 -1729407.810936
55 28867 -1729343.323304
56 302697 -1729235.843919
57 227203 -1729171.356288
58 247465 -1729128.364534
59 427287 -1728999.389272
60 427272 -1728934.901641
61 124353 -1728913.405764
62 157250 -1728891.909887
63 168089 -1728784.430502
64 530082 -1728762.934625
65 530391 -1728483.488224
66 499945 -1727817.116036
67 542723 -1727774.124282
68 437159 -1727602.157266
69 320505 -1727559.165512
70 346955 -1726892.793325
71 261060 -1726548.859293
72 418616 -1726527.363416
73 389452 -1726355.396399
74 54178 -1726269.412891
75 119535 -1726161.933506
76 428381 -1726075.949998
77 352232 -1726032.958244
78 40962 -1726011.462367
79 344795 -1725946.974736
80 14852 -1725860.991228
81 538028 -1725839.495351
82 224493 -1725796.503597
83 1179 -1725753.511843
84 116532 -1725667.528335
85 506979 -1725603.040704
86 1178 -1725517.057196
87 110049 -1725474.065442
88 169883 -1725431.073688
89 505357 -1725388.081934
90 329562 -1725366.586057
