iter  AnomalyNodeRemoved  LL
0 NA -1231561.851885
1 89379 -1214515.829248
2 431853 -1214853.543502
3 130221 -1205026.978739
4 215305 -1218296.407256
5 317375 -1219068.651604
6 118802 -1214201.983963
7 365289 -1216162.304093
8 374597 -1213919.713166
9 114659 -1216262.382426
10 483235 -1211085.115150
11 416588 -1214104.893863
12 124257 -1216669.594605
13 71772 -1209987.152958
14 275013 -1217730.119125
15 32977 -1212707.190145
16 464888 -1211159.421739
17 31493 -1212038.738712
18 354646 -1214999.918003
19 471737 -1213757.327021
20 56710 -1216398.523074
21 461890 -1214935.758615
22 92262 -1198003.230799
23 801 -1216714.589599
24 18890 -1216933.995151
25 163986 -1198933.653019
26 433020 -1213829.687276
27 513912 -1200362.502444
28 205743 -1212930.179261
29 457476 -1213066.442138
30 2849 -1219834.976645
31 476420 -1196996.597055
32 261043 -1216903.732324
33 70287 -1214723.943006
34 78323 -1217485.142240
35 203901 -1213640.848616
36 280471 -1213084.778962
37 227696 -1210305.897139
38 349939 -1210568.172062
39 374626 -1211103.147220
40 517964 -1211492.008663
41 480399 -1212380.630318
42 103409 -1194776.716613
43 262618 -1213898.987557
44 325027 -1211982.355792
45 527901 -1212144.385210
46 362766 -1213737.691415
47 134934 -1216784.485744
48 239080 -1218914.958640
49 278900 -1214887.457705
50 398687 -1211158.039332
51 498916 -1218507.541386
52 186443 -1212064.887726
53 329355 -1196033.342115
54 352278 -1213836.165140
55 218295 -1214234.219991
56 26752 -1216850.655210
57 495072 -1198386.684244
58 282872 -1212601.853480
59 270972 -1218269.801455
60 110258 -1212142.176787
61 341231 -1216449.912743
62 49959 -1209926.668883
63 341087 -1213753.945740
64 354022 -1212493.071166
65 96430 -1214134.120220
66 33462 -1208700.545231
67 519967 -1217090.970689
68 76561 -1213969.837092
69 225601 -1208721.278798
70 94108 -1210838.986761
71 514953 -1208973.991649
72 345376 -1193485.528454
73 184473 -1210867.571076
74 140519 -1204353.767846
75 464401 -1208066.262692
76 512046 -1198293.032780
77 117765 -1213022.233838
78 14644 -1212469.597813
79 43718 -1215428.913407
80 253254 -1211621.164080
81 411393 -1208020.299712
82 132175 -1213038.044767
83 337784 -1210892.881444
84 510343 -1211886.340091
85 444224 -1210487.761357
86 70766 -1197290.319464
87 269224 -1194135.604513
88 425036 -1208456.615500
89 441617 -1212428.971722
90 264434 -1210405.386804
91 276826 -1213839.458944
92 75853 -1208615.354477
93 519346 -1208635.165502
94 245578 -1211513.305342
95 252932 -1212650.084158
96 305893 -1208491.279771
97 110142 -1193860.371972
98 497466 -1214148.948414
99 430494 -1208876.005414
100 16135 -1192197.266292
